drug_id,drug_name,manufacturer,batch_number,manufacture_country,manufacture_date,expiry_date,active_ingredient,dosage_mg,price_inr,label
1811,Omeprazole,Bayer India,B86858,UK,2024-01-30,2025-10-11,Omeprazole,20,136.19,1
1812,Cetirizine,Lupin,B740931,Switzerland,2024-12-29,2026-03-09,Cetirizine,10,82.38,1
1813,Metformin,Wockhardt,B61423,India,2025-12-29,2027-08-22,Metformin,500,179.46,1
1814,Amlodipine,Zydus Cadila,B66437,Germany,2024-03-30,2026-05-24,Amlodipine,5,203.4,1
1815,Amoxicillin,Wockhardt,B348980,Germany,2025-05-05,2026-09-16,Amoxicillin,250,170.59,0
1816,Paracetamol,Wockhardt,B2620,UK,2023-11-17,2025-10-03,Paracetamol,500,100.41,1
1817,Ibuprofen,Pfizer,B181103,UK,2025-04-14,2026-10-25,Ibuprofen,400,65.03,1
1818,Ibuprofen,MedRite Pharma,B24326,India,2025-03-01,2025-12-12,Ibuprofen,400,86.6,0
1819,Paracetamol,GSK,B80509,Germany,2024-09-24,2025-11-02,Paracetamol,500,115.04,1
1820,Ibuprofen,Alkem,B63429,Germany,2025-07-18,2028-06-18,Ibuprofen,400,37.65,0
1821,Ibuprofen,Abbott India,B450299,Switzerland,2025-10-24,2028-05-16,Ibuprofen,400,97.41,1
1822,Azithromycin,Sun Pharma,B2657,USA,2026-04-22,2027-09-29,Azithromycin,500,304.65,1
1823,Amlodipine,Glenmark,B70044,India,2024-10-01,2026-09-26,Amlodipine,5,162.52,1
1824,Paracetamol,Sun Pharma,B16516,UK,2025-10-24,2028-07-03,Paracetamol,500,105.37,1
1825,Amlodipine,Abbott India,B463519,Germany,2025-02-28,2027-11-12,Amlodipine,5,175.83,1
1826,Ibuprofen,Pfizer,B66987,UK,2025-11-29,2026-01-15,Ibuprofen,400,48.89,0
1827,Cetirizine,Mankind Pharma,B552048,Germany,2023-10-29,2025-10-22,Cetirizine,10,64.32,1
1828,Cetirizine,Zydus Cadila,B76031,Switzerland,2023-11-04,2026-08-05,Cetirizine,10,106.08,1
1829,Omeprazole,Sun Pharma,B549338,UK,2025-06-05,2027-01-10,Omeprazole,20,147.07,1
1830,Metformin,Alkem,DR,Germany,2024-06-21,2025-01-14,Metformin,500,33.13,0
1831,Amlodipine,Cipla,B28152,UK,2025-09-02,2027-06-26,Amlodipine,5,195.87,1
1832,Paracetamol,PharmTech India,B76490,Germany,2023-10-10,2026-08-21,Paracetamol,500,125.73,1
1833,Amlodipine,GSK,B348409,Switzerland,2026-06-27,2028-11-30,Amlodipine,5,205.7,1
1834,Atorvastatin,Sun Pharma,B360812,USA,2026-07-09,2028-02-19,Atorvastatin,10,233.0,1
1835,Paracetamol,Zydus Cadila,B90620,India,2025-04-17,2028-01-10,Paracetamol,500,106.17,1
1836,Paracetamol,PharmTech India,B429349,UK,2025-02-02,2027-04-01,Paracetamol,500,129.0,1
1837,Azithromycin,Lupin,B264377,UK,2024-05-20,2026-04-29,Azithromycin,500,238.66,1
1838,Cetirizine,Dr. Reddy's,B26992,Germany,2024-10-29,2026-08-18,Cetirizine,10,81.76,0
1839,Ibuprofen,Mankind Pharma,XS,Germany,2024-02-22,2025-01-28,Ibuprofen,400,61.0,0
1840,Amlodipine,Cipla,B145554,Switzerland,2024-03-19,2025-09-19,Amlodipine,5,163.07,1
1841,Azithromycin,Zydus Cadila,B86507,UK,2025-09-16,2027-04-02,Azithromycin,500,292.39,1
1842,Cetirizine,Abbott India,B417452,India,2025-04-08,2026-09-14,Cetirizine,10,54.91,0
1843,Azithromycin,Novartis,B300689,Germany,2023-12-19,2025-08-25,Azithromycin,500,268.82,1
1844,Omeprazole,Sun Pharma,B24401,UK,2026-07-23,2027-08-24,Omeprazole,20,152.81,1
1845,Ibuprofen,Mankind Pharma,B89204,Germany,2024-12-18,2027-11-03,Ibuprofen,400,103.25,1
1846,Paracetamol,GSK,B75714,USA,2024-04-07,2025-07-20,Paracetamol,500,97.71,1
1847,Pantoprazole,Pfizer,B49816,India,2026-04-18,2028-06-10,Pantoprazole,40,206.09,1
1848,Omeprazole,BioMed Generics,B197765,USA,2024-09-05,2025-11-15,Omeprazole,20,126.14,1
1849,Amoxicillin,GenPharm Ltd,B190097,Switzerland,2024-11-13,2026-04-22,Amoxicillin,250,218.51,1
1850,Amoxicillin,Sun Pharma,B140425,UK,2026-05-21,2028-05-24,Amoxicillin,250,196.06,1
1851,Pantoprazole,Sanofi India,B792670,Germany,2026-05-23,2028-09-03,Pantoprazole,40,140.6,1
1852,Amoxicillin,Abbott India,B384967,India,2025-05-02,2027-08-30,Amoxicillin,250,256.73,1
1853,Azithromycin,Bayer India,B69636,UK,2025-01-26,2026-02-22,Azithromycin,500,236.29,1
1854,Metformin,Bayer India,B3862,USA,2024-12-14,2027-08-29,Metformin,500,156.24,1
1855,Omeprazole,PharmTech India,B415054,USA,2023-12-20,2024-12-23,Omeprazole,20,183.23,1
1856,Paracetamol,GSK,B94659,USA,2023-10-29,2025-10-19,Paracetamol,500,104.94,1
1857,Ibuprofen,Torrent,B775290,USA,2025-06-07,2027-04-05,Ibuprofen,400,132.11,1
1858,Amoxicillin,Sun Pharma,B122353,India,2023-11-30,2025-09-12,Amoxicillin,250,171.22,1
1859,Amlodipine,Novartis,B633479,UK,2024-12-25,2027-06-07,Amlodipine,5,180.1,1
1860,Paracetamol,Cipla,B977,Switzerland,2026-02-15,2028-06-08,Paracetamol,500,126.41,0
1861,Amoxicillin,BioMed Generics,B702010,UK,2024-09-13,2025-03-21,Amoxicillin,250,87.81,0
1862,Amoxicillin,Bayer India,B972569,India,2023-11-11,2024-12-17,Amoxicillin,250,211.69,1
1863,Paracetamol,Zydus Cadila,B450421,India,2025-12-10,2028-03-12,Paracetamol,500,140.64,1
1864,Omeprazole,PharmTech India,B835397,USA,2024-06-23,2024-08-19,Omeprazole,20,44.66,0
1865,Paracetamol,Wockhardt,B17261,Switzerland,2025-04-25,2028-01-17,Paracetamol,500,155.77,1
1866,Pantoprazole,Pfizer,B60582,UK,2024-03-12,2026-11-30,Pantoprazole,40,114.74,1
1867,Metformin,BioMed Generics,B900429,USA,2025-12-19,2028-11-29,Metformin,500,159.82,1
1868,Atorvastatin,UniPharma,MX9277,UK,2025-09-05,2026-08-20,Atorvastatin,10,162.27,0
1869,Pantoprazole,Pfizer,B44180,India,2024-01-04,2025-09-07,Pantoprazole,40,128.64,1
1870,Omeprazole,Bayer India,B561707,Germany,2023-10-04,2025-12-17,Omeprazole,20,138.17,0
1871,Cetirizine,Lupin,B737036,UK,2024-04-09,2025-08-08,Cetirizine,10,64.13,1
1872,Amoxicillin,Pfizer,B58626,USA,2025-01-16,2027-02-22,Amoxicillin,250,172.43,1
1873,Omeprazole,GSK,B4949,Switzerland,2025-05-29,2027-06-02,Omeprazole,20,141.04,1
1874,Omeprazole,Dr. Reddy's,B80910,Germany,2025-10-14,2027-11-25,Omeprazole,20,175.31,1
1875,Pantoprazole,Dr. Reddy's,B53157,Switzerland,2023-09-14,2026-06-11,Pantoprazole,40,207.94,1
1876,Ibuprofen,Cipla,CF1007,Switzerland,2025-05-27,2025-10-10,Ibuprofen,400,132.2,0
1877,Pantoprazole,Zydus Cadila,B28260,UK,2024-01-23,2025-09-15,Pantoprazole,40,142.99,0
1878,Amlodipine,Alkem,B798361,UK,2025-09-03,2028-04-11,Amlodipine,5,163.03,1
1879,Amlodipine,Lupin,B19643,Switzerland,2023-11-30,2025-08-26,Amlodipine,5,121.4,1
1880,Amlodipine,Bayer India,B92330,India,2025-11-19,2027-11-25,Amlodipine,5,144.69,1
1881,Ibuprofen,Cipla,B28311,India,2023-09-08,2025-11-01,Ibuprofen,400,121.28,1
1882,Amoxicillin,PharmTech India,B166197,UK,2024-10-27,2025-11-25,Amoxicillin,250,248.66,1
1883,Ibuprofen,Pfizer,B631358,USA,2024-08-18,2026-07-08,Ibuprofen,400,78.12,1
1884,Pantoprazole,GSK,B41957,UK,2024-05-24,2026-01-09,Pantoprazole,40,142.12,1
1885,Amoxicillin,IPCA Labs,B79947,Germany,2024-05-28,2027-03-09,Amoxicillin,250,179.05,1
1886,Metformin,Lupin,B734402,Switzerland,2025-05-15,2026-10-31,Metformin,500,137.49,1
1887,Cetirizine,Glenmark,B897044,India,2024-12-17,2027-09-22,Cetirizine,10,68.04,1
1888,Amlodipine,Cipla,B38938,UK,2023-10-30,2026-01-08,Amlodipine,5,185.05,1
1889,Pantoprazole,Novartis,B53770,Germany,2025-05-07,2028-04-25,Pantoprazole,40,145.53,1
1890,Paracetamol,IPCA Labs,B739369,Germany,2023-11-11,2025-05-04,Paracetamol,500,119.65,1
1891,Pantoprazole,Zydus Cadila,B71336,India,2024-07-06,2025-11-02,Pantoprazole,40,178.47,1
1892,Ibuprofen,Dr. Reddy's,B175980,USA,2023-08-10,2025-02-04,Ibuprofen,400,100.13,1
1893,Cetirizine,GSK,B69686,Germany,2024-08-31,2027-05-09,Cetirizine,10,73.31,1
1894,Metformin,Abbott India,B43404,Switzerland,2026-02-06,2027-11-08,Metformin,500,127.18,1
1895,Amoxicillin,Sanofi India,B112425,India,2024-10-17,2027-10-14,Amoxicillin,250,176.85,1
1896,Azithromycin,GSK,B23554,Switzerland,2024-06-20,2026-06-28,Azithromycin,500,278.6,1
1897,Atorvastatin,Lupin,B336,Germany,2023-10-23,2025-10-27,Atorvastatin,10,208.9,1
1898,Omeprazole,UniPharma,B92349,India,2024-05-08,2024-08-03,Omeprazole,20,98.9,1
1899,Azithromycin,GSK,B20908,Germany,2024-07-13,2027-04-25,Azithromycin,500,335.62,1
1900,Ibuprofen,PharmTech India,B34103,Switzerland,2024-04-26,2027-01-17,Ibuprofen,400,94.26,0
1901,Paracetamol,GSK,B67259,UK,2024-06-20,2026-11-03,Paracetamol,500,137.95,1
1902,Ibuprofen,Pfizer,B91881,Germany,2025-05-28,2027-05-24,Ibuprofen,400,93.54,1
1903,Paracetamol,Cipla,B1981,India,2025-04-09,2028-03-14,Paracetamol,500,151.73,1
1904,Atorvastatin,Dr. Reddy's,B11686,Germany,2024-09-29,2026-12-01,Atorvastatin,10,236.88,0
1905,Metformin,Torrent,TA6Y,India,2025-02-09,2027-05-22,Metformin,500,81.69,0
1906,Omeprazole,UniPharma,B89448,UK,2024-03-13,2026-05-12,Omeprazole,20,164.05,1
1907,Omeprazole,Sanofi India,B862192,India,2025-04-13,2026-04-22,Omeprazole,20,109.56,1
1908,Paracetamol,Zydus Cadila,B61057,USA,2024-02-16,2026-05-07,Paracetamol,500,95.79,1
1909,Pantoprazole,Novartis,B679148,UK,2023-09-22,2025-01-01,Pantoprazole,40,126.01,1
1910,Amoxicillin,Pfizer,B77597,UK,2023-08-04,2026-03-26,Amoxicillin,250,185.22,1
1911,Amoxicillin,Sun Pharma,B745161,India,2025-11-25,2027-03-06,Amoxicillin,250,254.54,1
1912,Omeprazole,Wockhardt,B31318,India,2024-04-25,2027-03-02,Omeprazole,20,234.37,1
1913,Amlodipine,Novartis,B779395,Switzerland,2026-01-24,2028-11-05,Amlodipine,5,193.14,1
1914,Cetirizine,PharmTech India,B282826,Switzerland,2024-09-06,2024-10-17,Cetirizine,10,49.42,0
1915,Amoxicillin,IPCA Labs,RX8399,India,2026-03-02,2026-08-18,Amoxicillin,250,84.82,0
1916,Azithromycin,Bayer India,AIJ8,USA,2026-06-01,2029-01-28,Azithromycin,500,129.1,0
1917,Amlodipine,Glenmark,B33342,UK,2024-10-20,2026-10-31,Amlodipine,5,145.22,1
1918,Cetirizine,Wockhardt,B15923,Switzerland,2025-05-25,2027-05-21,Cetirizine,10,70.66,1
1919,Metformin,Cipla,B68879,USA,2024-10-27,2025-11-14,Metformin,500,125.7,1
1920,Cetirizine,Nexus Biotech,B904314,UK,2024-02-26,2025-05-25,Cetirizine,10,72.79,1
1921,Paracetamol,Vedic Pharma,GN738,UK,2025-07-10,2026-02-17,Paracetamol,500,22.7,0
1922,Omeprazole,Sanofi India,B45690,USA,2026-02-21,2028-05-09,Omeprazole,20,174.2,1
1923,Amoxicillin,Novartis,B10921,India,2026-05-08,2028-02-19,Amoxicillin,250,145.24,1
1924,Amoxicillin,Nexus Biotech,B71150,Germany,2025-05-30,2025-12-08,Amoxicillin,250,188.82,1
1925,Omeprazole,Wockhardt,B77287,USA,2025-08-14,2028-06-02,Omeprazole,20,227.11,1
1926,Amlodipine,Novartis,B913634,Switzerland,2024-11-19,2027-07-01,Amlodipine,5,141.45,1
1927,Omeprazole,Torrent,B348734,India,2026-05-09,2028-12-30,Omeprazole,20,90.43,1
1928,Pantoprazole,Glenmark,B585023,Switzerland,2024-12-26,2026-11-08,Pantoprazole,40,151.1,1
1929,Paracetamol,IPCA Labs,B60541,UK,2025-03-02,2025-11-13,Paracetamol,500,93.86,0
1930,Cetirizine,Pfizer,B4345,Switzerland,2024-12-19,2026-12-03,Cetirizine,10,118.36,1
1931,Amlodipine,Wockhardt,B70563,USA,2025-12-22,2027-12-29,Amlodipine,5,132.94,1
1932,Cetirizine,Bayer India,B59599,UK,2026-03-30,2028-09-18,Cetirizine,10,88.36,1
1933,Omeprazole,Bayer India,B17443,Switzerland,2026-01-19,2028-11-16,Omeprazole,20,136.67,1
1934,Metformin,Lupin,B94137,UK,2023-08-02,2025-12-17,Metformin,500,127.27,1
1935,Omeprazole,Lupin,B396244,USA,2023-08-24,2025-04-21,Omeprazole,20,254.55,1
1936,Ibuprofen,IPCA Labs,B815252,UK,2023-10-24,2025-05-02,Ibuprofen,400,74.04,1
1937,Azithromycin,Sanofi India,B70109,Switzerland,2024-11-26,2026-10-13,Azithromycin,500,315.62,1
1938,Cetirizine,Bayer India,YG8I,Switzerland,2025-12-12,2026-09-02,Cetirizine,10,20.37,1
1939,Pantoprazole,Abbott India,B143937,USA,2024-05-27,2025-07-03,Pantoprazole,40,198.81,0
1940,Amoxicillin,Pfizer,RX6005,UK,2025-10-07,2027-03-19,Amoxicillin,250,109.54,0
1941,Pantoprazole,GenPharm Ltd,MX7925,USA,2023-08-26,2024-05-15,Pantoprazole,40,96.84,0
1942,Ibuprofen,Dr. Reddy's,B96011,India,2023-09-20,2025-09-27,Ibuprofen,400,92.47,1
1943,Atorvastatin,Alkem,B488999,UK,2025-08-23,2027-07-20,Atorvastatin,10,232.17,1
1944,Cetirizine,Pfizer,B549528,UK,2023-08-10,2026-01-02,Cetirizine,10,74.69,1
1945,Amlodipine,Alkem,B73983,Germany,2025-11-13,2027-05-28,Amlodipine,5,192.5,1
1946,Pantoprazole,Sanofi India,B8612,India,2024-07-26,2027-07-06,Pantoprazole,40,148.6,1
1947,Omeprazole,Dr. Reddy's,B690144,UK,2023-09-01,2025-03-07,Omeprazole,20,161.75,1
1948,Azithromycin,Abbott India,B62482,India,2024-02-26,2026-06-08,Azithromycin,500,298.25,1
1949,Paracetamol,Bayer India,B1199,UK,2025-06-24,2028-05-18,Paracetamol,500,150.31,1
1950,Paracetamol,Lupin,B69912,India,2026-01-06,2028-09-10,Paracetamol,500,118.77,1
1951,Azithromycin,Mankind Pharma,B99897,Switzerland,2024-11-12,2024-12-30,Azithromycin,500,124.89,0
1952,Azithromycin,Dr. Reddy's,B335228,UK,2023-09-16,2026-01-19,Azithromycin,500,386.13,1
1953,Azithromycin,Sun Pharma,B29047,Switzerland,2026-06-08,2028-02-01,Azithromycin,500,250.29,1
1954,Metformin,Sun Pharma,B614846,Germany,2026-01-24,2027-07-13,Metformin,500,114.07,1
1955,Azithromycin,Dr. Reddy's,B20374,India,2023-11-13,2024-07-16,Azithromycin,500,77.84,0
1956,Ibuprofen,IPCA Labs,B614923,USA,2025-11-27,2026-05-30,Ibuprofen,400,76.48,0
1957,Atorvastatin,Glenmark,B285476,UK,2025-08-06,2027-11-21,Atorvastatin,10,143.52,1
1958,Amlodipine,GSK,B114778,UK,2026-01-17,2027-01-20,Amlodipine,5,318.41,1
1959,Pantoprazole,GSK,B66882,USA,2024-01-20,2025-06-13,Pantoprazole,40,197.63,1
1960,Amlodipine,Dr. Reddy's,B62282,UK,2026-07-01,2027-09-01,Amlodipine,5,177.76,1
1961,Azithromycin,Alpha Drugs,B94397,UK,2025-09-08,2027-05-29,Azithromycin,500,296.72,1
1962,Paracetamol,GSK,7BNZ,India,2024-09-12,2027-06-30,Paracetamol,500,25.71,0
1963,Atorvastatin,Vedic Pharma,B71107,Switzerland,2026-07-04,2028-01-15,Atorvastatin,10,244.17,1
1964,Azithromycin,UniPharma,B349794,Germany,2025-08-30,2028-07-18,Azithromycin,500,341.32,1
1965,Amoxicillin,Mankind Pharma,B90845,Switzerland,2025-01-13,2027-08-05,Amoxicillin,250,201.16,0
1966,Metformin,Bayer India,B8528,India,2025-10-24,2028-03-04,Metformin,500,132.35,1
1967,Amoxicillin,GSK,B71773,USA,2025-03-03,2026-05-01,Amoxicillin,250,173.03,1
1968,Omeprazole,Abbott India,B575017,UK,2024-06-02,2027-03-27,Omeprazole,20,145.53,1
1969,Ibuprofen,Cipla,B16716,India,2026-03-14,2027-05-05,Ibuprofen,400,96.18,1
1970,Metformin,Dr. Reddy's,B887,UK,2024-05-27,2026-05-18,Metformin,500,163.09,1
1971,Pantoprazole,Alkem,B14295,UK,2024-01-11,2025-01-22,Pantoprazole,40,180.17,1
1972,Azithromycin,Vedic Pharma,GN4507,Germany,2025-06-10,2025-10-26,Azithromycin,500,103.69,0
1973,Metformin,Dr. Reddy's,B795317,Germany,2025-01-06,2027-11-22,Metformin,500,148.22,1
1974,Paracetamol,Cipla,B67777,USA,2025-03-16,2026-04-25,Paracetamol,500,124.77,1
1975,Cetirizine,Alkem,B68214,India,2025-12-11,2028-01-19,Cetirizine,10,79.7,1
1976,Pantoprazole,Pfizer,B79493,UK,2025-05-13,2027-04-29,Pantoprazole,40,148.04,1
1977,Amoxicillin,Sun Pharma,B745269,Switzerland,2025-10-05,2028-03-16,Amoxicillin,250,225.38,1
1978,Atorvastatin,MedRite Pharma,SG0,USA,2025-01-21,2025-07-14,Atorvastatin,10,107.05,0
1979,Amlodipine,Abbott India,B252417,UK,2026-01-16,2028-09-12,Amlodipine,5,145.65,1
1980,Amoxicillin,Vedic Pharma,B80022,India,2024-12-21,2027-02-14,Amoxicillin,250,195.27,1
1981,Amlodipine,Vedic Pharma,B20010,Germany,2025-11-17,2028-09-28,Amlodipine,5,90.13,0
1982,Metformin,Zydus Cadila,B15227,Germany,2024-06-11,2025-11-09,Metformin,500,98.65,1
1983,Ibuprofen,GSK,B11134,USA,2025-06-12,2027-05-17,Ibuprofen,400,88.22,1
1984,Azithromycin,Bayer India,CF2408,Switzerland,2025-02-24,2025-05-30,Azithromycin,500,214.05,0
1985,Amlodipine,Torrent,IQDZ,USA,2024-07-31,2026-10-14,Amlodipine,5,106.12,0
1986,Azithromycin,Zydus Cadila,B91460,UK,2024-08-01,2026-10-08,Azithromycin,500,332.42,1
1987,Ibuprofen,GSK,B593498,Germany,2025-06-04,2027-03-31,Ibuprofen,400,115.61,1
1988,Amlodipine,Zydus Cadila,B46390,USA,2023-08-05,2024-11-30,Amlodipine,5,188.49,1
1989,Azithromycin,Lupin,B53030,Germany,2026-01-03,2027-07-08,Azithromycin,500,263.88,1
1990,Cetirizine,Lupin,B77624,Germany,2023-09-21,2025-01-11,Cetirizine,10,87.22,1
1991,Atorvastatin,Zydus Cadila,B65303,Switzerland,2025-07-12,2027-09-01,Atorvastatin,10,258.19,1
1992,Amoxicillin,Pfizer,B41456,Switzerland,2023-12-02,2026-03-22,Amoxicillin,250,209.31,0
1993,Ibuprofen,Sun Pharma,B23387,USA,2025-09-10,2026-10-15,Ibuprofen,400,126.84,1
1994,Azithromycin,BioMed Generics,48,UK,2026-04-30,2028-06-26,Azithromycin,500,214.35,0
1995,Azithromycin,Abbott India,B23780,USA,2024-04-19,2027-01-19,Azithromycin,500,321.85,1
1996,Amlodipine,Dr. Reddy's,B665797,Germany,2023-11-02,2025-12-10,Amlodipine,5,210.57,1
1997,Cetirizine,Novartis,B495007,Germany,2024-11-13,2026-11-10,Cetirizine,10,79.58,1
1998,Atorvastatin,IPCA Labs,B54379,India,2024-05-08,2025-07-24,Atorvastatin,10,184.43,1
1999,Amlodipine,Torrent,RX4564,Germany,2026-07-09,2027-02-18,Amlodipine,5,109.68,0
2000,Azithromycin,Glenmark,B53035,Switzerland,2024-06-07,2025-07-22,Azithromycin,500,258.48,1
2001,Omeprazole,Novartis,B195599,Switzerland,2024-07-05,2026-02-04,Omeprazole,20,131.05,1
2002,Paracetamol,Sanofi India,B232934,India,2026-04-07,2026-06-10,Paracetamol,500,78.06,0
2003,Amlodipine,UniPharma,B874668,Germany,2024-12-07,2027-05-08,Amlodipine,5,32.38,1
2004,Metformin,Zydus Cadila,B10950,UK,2025-11-06,2027-05-11,Metformin,500,122.23,1
2005,Omeprazole,Wockhardt,RX7969,Switzerland,2024-07-17,2027-05-13,Omeprazole,20,72.87,0
2006,Metformin,Torrent,B323310,UK,2025-06-22,2027-12-17,Metformin,500,135.67,1
2007,Pantoprazole,Dr. Reddy's,B93365,UK,2024-04-12,2025-10-03,Pantoprazole,40,160.04,1
2008,Metformin,Dr. Reddy's,B29974,Switzerland,2025-06-05,2027-05-21,Metformin,500,110.4,1
2009,Ibuprofen,BioMed Generics,GN7606,UK,2024-02-25,2024-08-15,Ibuprofen,400,38.26,0
2010,Amoxicillin,Zydus Cadila,B344157,USA,2026-07-12,2028-08-15,Amoxicillin,250,217.12,1
2011,Cetirizine,Zydus Cadila,B882371,USA,2025-12-27,2028-05-21,Cetirizine,10,58.0,1
2012,Omeprazole,Cipla,B47148,India,2025-06-03,2027-05-29,Omeprazole,20,128.78,1
2013,Metformin,Sanofi India,B98786,India,2025-01-14,2026-11-30,Metformin,500,111.46,1
2014,Pantoprazole,Dr. Reddy's,B73988,Germany,2025-11-18,2026-12-12,Pantoprazole,40,132.58,1
2015,Pantoprazole,Dr. Reddy's,B39542,USA,2024-12-10,2027-07-22,Pantoprazole,40,188.87,1
2016,Amoxicillin,Bayer India,B250765,USA,2024-10-28,2026-07-08,Amoxicillin,250,173.16,1
2017,Amlodipine,Novartis,B15005,Germany,2023-08-31,2024-12-27,Amlodipine,5,161.24,1
2018,Omeprazole,Lupin,B122204,USA,2024-04-17,2027-01-28,Omeprazole,20,100.47,1
2019,Metformin,GenPharm Ltd,GN6093,India,2025-08-19,2026-02-13,Metformin,500,75.79,0
2020,Atorvastatin,Abbott India,B485712,USA,2023-09-18,2025-09-02,Atorvastatin,10,171.7,1
2021,Omeprazole,Cipla,B638911,Germany,2025-08-12,2027-06-01,Omeprazole,20,151.81,1
2022,Amlodipine,Dr. Reddy's,B96875,USA,2025-08-17,2027-01-10,Amlodipine,5,179.7,1
2023,Paracetamol,IPCA Labs,B61689,Switzerland,2025-04-29,2026-08-05,Paracetamol,500,157.53,1
2024,Pantoprazole,Zydus Cadila,B615297,Germany,2025-03-23,2028-03-19,Pantoprazole,40,123.15,1
2025,Azithromycin,Dr. Reddy's,B902196,India,2025-01-14,2027-05-03,Azithromycin,500,164.0,1
2026,Amlodipine,Glenmark,MX6037,Germany,2024-01-31,2024-10-09,Amlodipine,5,56.09,0
2027,Atorvastatin,BioMed Generics,GN3926,India,2023-09-11,2023-11-03,Atorvastatin,10,178.04,0
2028,Amoxicillin,Wockhardt,B56344,Switzerland,2026-04-02,2028-11-07,Amoxicillin,250,230.61,1
2029,Pantoprazole,GSK,B192841,India,2024-05-02,2027-03-04,Pantoprazole,40,166.85,1
2030,Azithromycin,Cipla,B24922,USA,2024-09-17,2026-07-23,Azithromycin,500,271.91,1
2031,Omeprazole,Abbott India,B38093,USA,2025-12-29,2028-12-06,Omeprazole,20,176.28,1
2032,Metformin,IPCA Labs,B959189,UK,2024-03-22,2025-09-07,Metformin,500,107.0,0
2033,Omeprazole,MedRite Pharma,B687709,UK,2023-10-06,2025-03-20,Omeprazole,20,164.99,1
2034,Pantoprazole,Novartis,B810333,India,2025-11-18,2027-09-23,Pantoprazole,40,177.02,1
2035,Azithromycin,Mankind Pharma,B77257,India,2024-06-07,2025-08-17,Azithromycin,500,370.86,1
2036,Omeprazole,BioMed Generics,B40605,USA,2025-12-26,2028-09-27,Omeprazole,20,260.49,1
2037,Paracetamol,GenPharm Ltd,CF285,Switzerland,2024-02-01,2024-07-09,Paracetamol,500,39.31,0
2038,Metformin,Sun Pharma,B30825,USA,2023-09-12,2025-05-23,Metformin,500,117.42,1
2039,Atorvastatin,GSK,B907347,UK,2025-10-05,2027-09-23,Atorvastatin,10,218.88,1
2040,Metformin,UniPharma,QI31,UK,2024-09-01,2025-08-11,Metformin,500,39.6,0
2041,Amoxicillin,MedRite Pharma,B988023,India,2023-09-29,2025-04-08,Amoxicillin,250,156.65,1
2042,Pantoprazole,Alkem,B584082,Germany,2023-09-12,2024-09-24,Pantoprazole,40,147.42,1
2043,Pantoprazole,Sanofi India,B27947,USA,2024-12-16,2026-07-27,Pantoprazole,40,144.08,1
2044,Paracetamol,Abbott India,B13463,India,2026-05-07,2027-07-13,Paracetamol,500,123.71,1
2045,Paracetamol,Dr. Reddy's,B14013,UK,2025-11-05,2027-10-16,Paracetamol,500,101.8,1
2046,Metformin,Alkem,B41903,USA,2026-03-12,2028-02-18,Metformin,500,162.67,1
2047,Paracetamol,Dr. Reddy's,B668054,Switzerland,2024-05-12,2027-04-14,Paracetamol,500,120.0,1
2048,Cetirizine,Cipla,B85511,Germany,2025-12-05,2026-12-29,Cetirizine,10,79.85,1
2049,Atorvastatin,Lupin,B81801,UK,2024-08-25,2026-04-28,Atorvastatin,10,62.36,0
2050,Paracetamol,Zydus Cadila,B533371,USA,2025-12-06,2027-09-12,Paracetamol,500,123.78,1
2051,Metformin,Pfizer,B27074,Switzerland,2023-10-15,2025-11-27,Metformin,500,153.32,1
2052,Metformin,Bayer India,B25968,USA,2025-01-10,2027-01-11,Metformin,500,109.3,1
2053,Paracetamol,Zydus Cadila,B58479,UK,2026-01-12,2027-07-13,Paracetamol,500,105.2,1
2054,Atorvastatin,Mankind Pharma,B224007,Germany,2024-02-21,2025-12-31,Atorvastatin,10,207.03,1
2055,Paracetamol,Mankind Pharma,B62385,Switzerland,2023-09-11,2025-08-16,Paracetamol,500,91.68,1
2056,Atorvastatin,Zydus Cadila,B625101,USA,2024-12-14,2027-01-06,Atorvastatin,10,186.75,1
2057,Atorvastatin,Alkem,B44985,Switzerland,2023-09-21,2025-04-11,Atorvastatin,10,200.01,1
2058,Atorvastatin,Abbott India,B807334,Germany,2025-11-14,2028-01-22,Atorvastatin,10,262.04,0
2059,Omeprazole,Mankind Pharma,B774788,Switzerland,2024-05-04,2025-10-06,Omeprazole,20,158.09,1
2060,Azithromycin,Alpha Drugs,B380028,Switzerland,2024-04-10,2027-03-18,Azithromycin,500,311.84,1
2061,Metformin,Sanofi India,B80133,Germany,2025-08-18,2028-06-21,Metformin,500,154.12,1
2062,Paracetamol,GSK,B9692,Switzerland,2024-08-27,2026-05-18,Paracetamol,500,116.75,0
2063,Pantoprazole,Wockhardt,CO,UK,2023-09-05,2024-02-17,Pantoprazole,40,55.95,0
2064,Amlodipine,Bayer India,B12044,USA,2025-12-04,2027-05-29,Amlodipine,5,166.53,1
2065,Pantoprazole,Wockhardt,B49961,USA,2024-08-02,2027-04-02,Pantoprazole,40,168.72,1
2066,Atorvastatin,Sanofi India,B244900,USA,2024-01-17,2026-12-30,Atorvastatin,10,195.8,1
2067,Cetirizine,Abbott India,8E,Switzerland,2023-12-11,2024-05-03,Cetirizine,10,31.7,0
2068,Atorvastatin,PharmTech India,B713496,UK,2024-03-24,2025-03-21,Atorvastatin,10,76.87,0
2069,Omeprazole,Novartis,B99589,Switzerland,2023-10-30,2024-12-22,Omeprazole,20,199.37,1
